zat_aktif_1,zat_aktif_2,level
aripiprazole,potassium chloride,unknown
aripiprazole,prednisolone,unknown
aripiprazole,prednisone,unknown
aripiprazole,promethazine,moderate
aripiprazole,ribociclib,moderate
aripiprazole,simvastatin,unknown
aripiprazole,sucralfate,unknown
aripiprazole,tacrolimus,moderate
aripiprazole,tretinoin,unknown
aripiprazole,triamcinolone,unknown
aripiprazole,vilanterol,moderate
artemether,brigatinib,moderate
artemether,carbamazepine,major
artemether,clarithromycin,major
artemether,deferasirox,moderate
artemether,dexamethasone,moderate
artemether,drospirenone,moderate
artemether,efavirenz,major
artemether,enzalutamide,major
artemether,erythromycin,major
artemether,ethinylestradiol,moderate
artemether,etonogestrel,moderate
artemether,ketoconazole,major
artemether,levonorgestrel,moderate
artemether,lorlatinib,moderate
artemether,medroxyprogesterone acetate,moderate
artemether,norethisterone,moderate
artemether,oxcarbazepine,moderate
artemether,phenobarbital,major
artemether,pyrimethamine,moderate
artemether,rifampicin,major
artemether,ritonavir,major
artesunate,axitinib,moderate
artesunate,brigatinib,moderate
artesunate,carbamazepine,moderate
artesunate,crizotinib,moderate
artesunate,diclofenac,moderate
artesunate,enzalutamide,moderate
artesunate,gemfibrozil,moderate
artesunate,ibrutinib,moderate
artesunate,lorlatinib,moderate
artesunate,ribociclib,moderate
artesunate,rifampicin,moderate
artesunate,ritonavir,moderate
artesunate,tolvaptan,moderate
artesunate,valsartan,moderate
ascorbic acid,bortezomib,moderate
ascorbic acid,cisplatin,minor
ascorbic acid,ethinylestradiol,minor
ascorbic acid,paclitaxel,minor
ascorbic acid,sucralfate,moderate
attapulgite,carvedilol,minor
attapulgite,ciprofloxacin,moderate
attapulgite,deferiprone,moderate
attapulgite,isoniazid,minor
attapulgite,ofloxacin,moderate
attapulgite,timolol,minor
axitinib,brentuximab vedotin,moderate
axitinib,calcium carbonate,minor
axitinib,carbamazepine,major
axitinib,chloramphenicol,moderate
axitinib,cimetidine,minor
axitinib,ciprofloxacin,moderate
axitinib,clarithromycin,major
axitinib,clotrimazole,moderate
axitinib,crizotinib,moderate
axitinib,dasatinib,moderate
axitinib,deferasirox,moderate
axitinib,dexamethasone,major
axitinib,efavirenz,major
axitinib,enzalutamide,major
axitinib,erythromycin,major
axitinib,famotidine,minor
axitinib,fluconazole,moderate
axitinib,interferon beta-1a,moderate
axitinib,isoniazid,moderate
axitinib,ketoconazole,major
axitinib,lansoprazole,minor
axitinib,leflunomide,major
axitinib,lorlatinib,major
axitinib,magaldrate,minor
axitinib,magnesium carbonate,minor
axitinib,magnesium hydroxide,minor
axitinib,methotrexate,moderate
axitinib,netupitant,moderate
axitinib,nifedipine,moderate
axitinib,oxcarbazepine,moderate
axitinib,pegaspargase,moderate
axitinib,phenobarbital,major
axitinib,ribociclib,moderate
axitinib,rifampicin,major
axitinib,rifapentine,major
axitinib,ritonavir,major
axitinib,sodium bicarbonate,minor
axitinib,sodium citrate,minor
axitinib,voriconazole,major
bacitracin,deferasirox,major
bacitracin,epinephrine,unknown
bacitracin,ethinylestradiol,moderate
bacitracin,everolimus,major
bacitracin,furosemide,unknown
bacitracin,iodixanol,major
bacitracin,iohexol,major
bacitracin,iopamidol,major
bacitracin,iopromide,major
bacitracin,mesalazine,moderate
bacitracin,mycophenolate mofetil,moderate
bacitracin,oxaliplatin,moderate
bacitracin,sulfasalazine,moderate
bacitracin,tacrolimus,major
bacitracin,tobramycin,major
baricitinib,basiliximab,major
baricitinib,betamethasone,major
baricitinib,bortezomib,major
baricitinib,brentuximab vedotin,major
baricitinib,brigatinib,major
baricitinib,budesonide,major
baricitinib,capecitabine,major
baricitinib,cisplatin,major
baricitinib,cladribine,major
baricitinib,clozapine,major
baricitinib,cyclophosphamide,major
baricitinib,dasatinib,major
baricitinib,decitabine,major
baricitinib,deferiprone,major
baricitinib,dexamethasone,major
baricitinib,diclofenac,moderate
baricitinib,docetaxel,major
baricitinib,etanercept,major
baricitinib,everolimus,major
baricitinib,fluorouracil,major
baricitinib,golimumab,major
baricitinib,guselkumab,major
baricitinib,hydrocortisone,major
baricitinib,ibrutinib,major
baricitinib,ibuprofen,moderate
baricitinib,infliximab,major
baricitinib,ixekizumab,major
baricitinib,ketoprofen,moderate
baricitinib,leflunomide,major
baricitinib,lenalidomide,major
baricitinib,linezolid,major
baricitinib,mefenamic acid,moderate
baricitinib,meloxicam,moderate
baricitinib,methotrexate,major
baricitinib,methylprednisolone,major
baricitinib,mycophenolate mofetil,major
baricitinib,oxaliplatin,major
baricitinib,paclitaxel,major
baricitinib,palbociclib,major
baricitinib,pegaspargase,major
baricitinib,piroxicam,moderate
baricitinib,pomalidomide,major
baricitinib,prednisolone,major
baricitinib,prednisone,major
baricitinib,ribociclib,major
baricitinib,rituximab,major
baricitinib,secukinumab,major
baricitinib,selinexor,major
baricitinib,tacrolimus,major
baricitinib,triamcinolone,major
baricitinib,trifluridine,major
baricitinib,ustekinumab,major
baricitinib,vedolizumab,major
baricitinib,zanubrutinib,major
baricitinib,zidovudine,major
baricitinib,zinc sulfate,minor
basiliximab,cladribine,major
basiliximab,etanercept,major
basiliximab,golimumab,major
basiliximab,infliximab,major
basiliximab,leflunomide,major
basiliximab,ustekinumab,moderate
basiliximab,zinc sulfate,minor
betamethasone,calcium carbonate,minor
betamethasone,carbamazepine,moderate
betamethasone,carvedilol,moderate
betamethasone,celecoxib,moderate
betamethasone,ciprofloxacin,major
betamethasone,cisplatin,moderate
betamethasone,cladribine,major
betamethasone,clarithromycin,moderate
betamethasone,deferasirox,major
betamethasone,diclofenac,moderate
betamethasone,digoxin,moderate
betamethasone,efavirenz,moderate
betamethasone,empagliflozin,moderate
betamethasone,eplerenone,moderate
betamethasone,erythromycin,moderate
betamethasone,etanercept,major
betamethasone,ethinylestradiol,moderate
betamethasone,fluconazole,moderate
betamethasone,furosemide,moderate
betamethasone,golimumab,major
betamethasone,hydrochlorothiazide,moderate
betamethasone,ibuprofen,moderate
betamethasone,infliximab,major
betamethasone,insulin glargine,moderate
betamethasone,insulin lispro,moderate
betamethasone,iohexol,major
betamethasone,iopamidol,major
betamethasone,irbesartan,moderate
betamethasone,isoniazid,minor
betamethasone,ketoconazole,moderate
betamethasone,ketoprofen,moderate
betamethasone,leflunomide,major
betamethasone,lixisenatide,moderate
betamethasone,lorlatinib,moderate
betamethasone,magaldrate,minor
betamethasone,magnesium hydroxide,moderate
betamethasone,mefenamic acid,moderate
betamethasone,meloxicam,moderate
betamethasone,metformin,moderate
betamethasone,methotrexate,moderate
betamethasone,minoxidil,moderate
betamethasone,netupitant,moderate
betamethasone,nifedipine,moderate
betamethasone,ofloxacin,major
betamethasone,oxcarbazepine,moderate
betamethasone,pegaspargase,moderate
betamethasone,phenobarbital,moderate
betamethasone,piroxicam,moderate
betamethasone,ribociclib,moderate
betamethasone,rifampicin,moderate
betamethasone,rifapentine,moderate
betamethasone,ritonavir,moderate
betamethasone,sodium bicarbonate,minor
betamethasone,tacrolimus,moderate
betamethasone,timolol,moderate
betamethasone,ustekinumab,moderate
betamethasone,valsartan,moderate
betamethasone,vilanterol,minor
betamethasone,voriconazole,moderate
betamethasone,zidovudine,moderate
betamethasone,zinc sulfate,minor
bevacizumab,deferiprone,major
bortezomib,brentuximab vedotin,moderate
bortezomib,brigatinib,minor
bortezomib,budesonide,unknown
bortezomib,calcitriol,unknown
bortezomib,carbamazepine,major
bortezomib,carvedilol,unknown
bortezomib,celecoxib,unknown
bortezomib,chloramphenicol,moderate
bortezomib,ciprofloxacin,unknown
bortezomib,cisplatin,moderate
bortezomib,cladribine,major
bortezomib,clarithromycin,moderate
bortezomib,clotrimazole,moderate
bortezomib,clozapine,major
bortezomib,cyanocobalamin,unknown
bortezomib,cyclophosphamide,unknown
bortezomib,deferasirox,minor
bortezomib,deferiprone,major
bortezomib,dexamethasone,minor
bortezomib,diclofenac,unknown
bortezomib,digoxin,unknown
bortezomib,docetaxel,moderate
bortezomib,efavirenz,minor
bortezomib,empagliflozin,moderate
bortezomib,enzalutamide,major
bortezomib,eplerenone,unknown
bortezomib,erythromycin,moderate
bortezomib,etanercept,major
bortezomib,famotidine,unknown
bortezomib,fenofibrate,unknown
bortezomib,fluconazole,unknown
bortezomib,fluticasone,unknown
bortezomib,folic acid,unknown
bortezomib,furosemide,unknown
bortezomib,golimumab,major
bortezomib,hydrochlorothiazide,unknown
bortezomib,hydrocortisone,unknown
bortezomib,ibuprofen,unknown
bortezomib,infliximab,major
bortezomib,insulin glargine,moderate
bortezomib,insulin lispro,moderate
bortezomib,interferon beta-1a,moderate
bortezomib,irbesartan,unknown
bortezomib,isoniazid,moderate
bortezomib,isosorbide dinitrate,unknown
bortezomib,isosorbide mononitrate,unknown
bortezomib,ketoconazole,moderate
bortezomib,ketoprofen,unknown
bortezomib,lamivudine,unknown
bortezomib,lansoprazole,unknown
bortezomib,latanoprost,unknown
bortezomib,leflunomide,major
bortezomib,lenalidomide,unknown
bortezomib,levodopa,moderate
bortezomib,lidocaine,unknown
bortezomib,linezolid,moderate
bortezomib,lixisenatide,moderate
bortezomib,lorlatinib,moderate
bortezomib,lovastatin,moderate
bortezomib,meloxicam,unknown
bortezomib,metformin,moderate
bortezomib,methotrexate,moderate
bortezomib,methylprednisolone,unknown
bortezomib,metronidazole,moderate
bortezomib,minoxidil,unknown
bortezomib,nifedipine,unknown
bortezomib,nystatin,unknown
bortezomib,ofloxacin,unknown
bortezomib,ondansetron,unknown
bortezomib,oxaliplatin,moderate
bortezomib,oxcarbazepine,minor
bortezomib,paclitaxel,moderate
bortezomib,pegaspargase,moderate
bortezomib,phenobarbital,major
bortezomib,piperacillin,unknown
bortezomib,piroxicam,unknown
bortezomib,pomalidomide,moderate
bortezomib,potassium chloride,unknown
bortezomib,prednisolone,unknown
bortezomib,prednisone,unknown
bortezomib,pregabalin,unknown
bortezomib,promethazine,unknown
bortezomib,propofol,unknown
bortezomib,rifampicin,major
bortezomib,rifapentine,major
bortezomib,risperidone,unknown
bortezomib,ritonavir,moderate
bortezomib,simvastatin,moderate
bortezomib,sodium bicarbonate,unknown
bortezomib,sucralfate,unknown
bortezomib,tacrolimus,unknown
bortezomib,timolol,unknown
bortezomib,tobramycin,unknown
bortezomib,ustekinumab,moderate
bortezomib,valsartan,unknown
bortezomib,voriconazole,moderate
bortezomib,zidovudine,moderate
brentuximab vedotin,brigatinib,moderate
brentuximab vedotin,carbamazepine,moderate
brentuximab vedotin,celecoxib,moderate
brentuximab vedotin,chloramphenicol,moderate
brentuximab vedotin,cisplatin,moderate
brentuximab vedotin,cladribine,major
brentuximab vedotin,clarithromycin,moderate
brentuximab vedotin,clotrimazole,moderate
brentuximab vedotin,clozapine,major
brentuximab vedotin,crizotinib,moderate
brentuximab vedotin,deferasirox,moderate
brentuximab vedotin,deferiprone,major
brentuximab vedotin,diclofenac,moderate
brentuximab vedotin,docetaxel,moderate
brentuximab vedotin,efavirenz,moderate
brentuximab vedotin,empagliflozin,moderate
brentuximab vedotin,enzalutamide,moderate
brentuximab vedotin,erythromycin,moderate
brentuximab vedotin,etanercept,major
brentuximab vedotin,fenofibrate,moderate
brentuximab vedotin,fluconazole,moderate
brentuximab vedotin,golimumab,major
brentuximab vedotin,ibuprofen,moderate
brentuximab vedotin,infliximab,major
brentuximab vedotin,insulin glargine,moderate
brentuximab vedotin,insulin lispro,moderate
brentuximab vedotin,interferon beta-1a,moderate
brentuximab vedotin,isoniazid,moderate
brentuximab vedotin,ketoconazole,moderate
brentuximab vedotin,ketoprofen,moderate
brentuximab vedotin,lamivudine,moderate
brentuximab vedotin,leflunomide,major
brentuximab vedotin,lenalidomide,moderate
brentuximab vedotin,levodopa,moderate
brentuximab vedotin,linezolid,moderate
brentuximab vedotin,lixisenatide,moderate
brentuximab vedotin,lorlatinib,moderate
brentuximab vedotin,lovastatin,moderate
brentuximab vedotin,mefenamic acid,moderate
brentuximab vedotin,meloxicam,moderate
brentuximab vedotin,metformin,moderate
brentuximab vedotin,methotrexate,moderate
brentuximab vedotin,metronidazole,moderate
brentuximab vedotin,nicotinamide,moderate
brentuximab vedotin,oxaliplatin,moderate
brentuximab vedotin,paclitaxel,moderate
brentuximab vedotin,pegaspargase,moderate
brentuximab vedotin,piroxicam,moderate
brentuximab vedotin,pomalidomide,moderate
brentuximab vedotin,pyrazinamide,moderate
brentuximab vedotin,ribociclib,moderate
brentuximab vedotin,rifampicin,moderate
brentuximab vedotin,ritonavir,moderate
brentuximab vedotin,simvastatin,moderate
brentuximab vedotin,sulfadiazine,moderate
brentuximab vedotin,sulfamethoxazole,moderate
brentuximab vedotin,sulfasalazine,moderate
brentuximab vedotin,tacrolimus,moderate
brentuximab vedotin,tolvaptan,moderate
brentuximab vedotin,tretinoin,moderate
brentuximab vedotin,ustekinumab,moderate
brentuximab vedotin,voriconazole,moderate
brentuximab vedotin,zidovudine,moderate
brexpiprazole,brigatinib,moderate
brexpiprazole,celecoxib,major
brexpiprazole,cimetidine,major
brexpiprazole,clarithromycin,major
brexpiprazole,clotrimazole,major
brexpiprazole,crizotinib,major
brexpiprazole,deferasirox,moderate
brexpiprazole,dextromethorphan,moderate
brexpiprazole,empagliflozin,moderate
brexpiprazole,enzalutamide,moderate
brexpiprazole,epinephrine,moderate
brexpiprazole,erythromycin,major
brexpiprazole,fluconazole,major
brexpiprazole,insulin glargine,moderate
brexpiprazole,insulin lispro,moderate
brexpiprazole,iohexol,major
brexpiprazole,iopamidol,major
brexpiprazole,ketoconazole,major
brexpiprazole,lixisenatide,moderate
brexpiprazole,lorlatinib,moderate
brexpiprazole,metformin,moderate
brexpiprazole,minoxidil,moderate
brexpiprazole,promethazine,moderate
brexpiprazole,ribociclib,major
brexpiprazole,tacrolimus,moderate
brigatinib,carbamazepine,major
brigatinib,carvedilol,moderate
brigatinib,chloramphenicol,major
brigatinib,cimetidine,moderate
brigatinib,ciprofloxacin,major
brigatinib,cladribine,major
brigatinib,clarithromycin,major
brigatinib,clotrimazole,moderate
brigatinib,crizotinib,major
brigatinib,dasatinib,moderate
brigatinib,deferasirox,moderate
brigatinib,dexamethasone,major
brigatinib,dienogest,major
brigatinib,digoxin,moderate
brigatinib,docetaxel,moderate
brigatinib,drospirenone,major
brigatinib,dutasteride,moderate
brigatinib,efavirenz,major
brigatinib,empagliflozin,moderate
brigatinib,enzalutamide,major
brigatinib,eplerenone,moderate
brigatinib,erythromycin,major
brigatinib,estazolam,moderate
brigatinib,etanercept,major
brigatinib,ethinylestradiol,major
brigatinib,etonogestrel,major
brigatinib,exemestane,moderate
brigatinib,famotidine,moderate
brigatinib,fluconazole,major
brigatinib,gemfibrozil,minor
brigatinib,golimumab,major
brigatinib,halothane,moderate
brigatinib,infliximab,major
brigatinib,insulin glargine,moderate
brigatinib,insulin lispro,moderate
brigatinib,isoniazid,moderate
brigatinib,ketoconazole,major
brigatinib,lansoprazole,moderate
brigatinib,leflunomide,major
brigatinib,lenalidomide,moderate
brigatinib,levonorgestrel,major
brigatinib,lithium carbonate,moderate
brigatinib,lixisenatide,moderate
brigatinib,lorlatinib,major
brigatinib,lovastatin,moderate
brigatinib,medroxyprogesterone acetate,major
brigatinib,metformin,moderate
brigatinib,methotrexate,moderate
brigatinib,netupitant,major
brigatinib,nifedipine,moderate
brigatinib,nimodipine,moderate
brigatinib,norethisterone,major
brigatinib,ondansetron,moderate
brigatinib,oxcarbazepine,moderate
brigatinib,paclitaxel,moderate
brigatinib,palbociclib,moderate
brigatinib,phenobarbital,major
brigatinib,ribociclib,major
brigatinib,rifampicin,major
brigatinib,rifapentine,major
brigatinib,ritonavir,major
brigatinib,rivaroxaban,moderate
brigatinib,simvastatin,moderate
brigatinib,sulfasalazine,moderate
brigatinib,tacrolimus,moderate
brigatinib,timolol,moderate
brigatinib,tolvaptan,moderate
brigatinib,tretinoin,moderate
brigatinib,ustekinumab,moderate
brigatinib,voriconazole,major
brigatinib,zanubrutinib,moderate
brigatinib,zonisamide,moderate
budesonide,calcitriol,unknown
budesonide,carbamazepine,unknown
budesonide,carvedilol,moderate
budesonide,celecoxib,moderate
budesonide,chloramphenicol,moderate
budesonide,cimetidine,unknown
budesonide,ciprofloxacin,moderate
budesonide,cisplatin,unknown
budesonide,cladribine,major
budesonide,clarithromycin,major
budesonide,clotrimazole,moderate
budesonide,clozapine,unknown
budesonide,crizotinib,moderate
budesonide,cyanocobalamin,unknown
budesonide,cyclophosphamide,unknown
budesonide,dasatinib,moderate
budesonide,dexamethasone,unknown
budesonide,diclofenac,moderate
budesonide,digoxin,unknown
budesonide,docetaxel,unknown
budesonide,dutasteride,unknown
budesonide,epinephrine,unknown
budesonide,eplerenone,moderate
budesonide,erythromycin,moderate
budesonide,etanercept,major
budesonide,ethinylestradiol,moderate
budesonide,famotidine,unknown
budesonide,fenofibrate,unknown
budesonide,fluconazole,moderate
budesonide,fluorouracil,unknown
budesonide,fluticasone,unknown
budesonide,folic acid,unknown
budesonide,furosemide,unknown
budesonide,gemfibrozil,unknown
budesonide,golimumab,major
budesonide,hydrochlorothiazide,unknown
budesonide,hydrocortisone,unknown
budesonide,ibuprofen,moderate
budesonide,infliximab,major
budesonide,irbesartan,moderate
